temperature,soil_moisture,wind_speed,risk
16.236203565420873,6.100021499035699,9.630474692314316,
33.52142919229749,27.274364394232315,1.2620994749257326,
26.959818254342153,16.002459337671432,2.4244307114192063,
22.959754525911098,22.799974190764598,13.478312827906189,
9.680559213273096,36.76482658741325,9.096435895,
9.67983561,13.725228020210624,0.13795577424944472,
6.742508365045984,19.36340230624704,1.5220731429904815,
30.985284373248057,31.444289849006704,9.952526536620837,
23.033450352296263,13.007935792206787,0.075923758,
26.242177333881365,7.694296844007755,2.412120771,
5.617534828874073,15.141300851981882,8.231006840498791,
34.097295564859834,10.642745053890154,10.378427965390399,
29.973279224012654,37.53941783199006,9.779418892539008,
11.370173320348284,33.28421328475459,3.3640396419083967,
10.454749016213018,27.16913147786482,10.682688320213037,
10.502135295603015,35.50112065657012,3.558736312452001,
14.127267288786133,33.12852269,4.880995472389015,
20.742692948967136,11.529952061011254,11.197371076770363,
17.958350559263472,36.23956494714922,9.744493486,
13.736874205941257,23.876978467047774,12.73835115741267,
23.355586841671386,33.26040543074219,9.864193385,
9.184815819561255,36.363195497322266,8.524629050032074,
13.764339456056545,16.130121624015235,1.4051215174213871,
15.99085529881075,8.851817358468686,5.515737045891503,
18.682099526511077,12.97773068896796,3.9780355152258817,
28.555278841790408,19.94877260191897,3.659844650686254,
10.990213464750791,33.63051680728726,14.595158321286684,
20.42703315240835,35.12557041397202,5.896465870001406,
22.772437065861276,5.2433245685916745,13.380698327656699,
6.3935123815999315,22.87615559,9.467079389958943,
23.22634555704315,19.609385110207263,11.922169553124727,
10.115723710618745,12.77377336647556,7.539556396577882,
6.9515477895583855,9.195287856678899,8.653558269395386,
33.466566117599996,16.81653099912698,7.387765407282958,
33.96896099223678,38.00183963693817,2.9286448169706674,
29.251920443493834,16.312102620726435,10.83678172892258,
14.13841307520112,23.157671761017813,4.211585436612837,
7.930163420191516,29.605663561331223,0.3647394964718076,
25.526990795364707,17.727036083275287,9.682084438607518,
18.20457481218804,39.012372895233625,2.6566601911057344,
8.661147045343364,38.68565532297389,14.106878765293715,
19.855307303338105,13.812380353887745,14.30892865503881,
6.031655633456552,22.40369770623349,13.722965853306729,
32.27961206236346,15.530740843586939,5.552380503831666,
12.763399448000508,14.969417303211367,0.23184924793301143,
24.87566853061946,6.291043157408648,13.924778438815881,
14.351332282682328,26.33475168929639,6.422762224759715,
20.602040635334326,22.59376581301015,14.499822285655043,
21.40130838029839,6.801756293749627,14.454299656338792,
10.545633665765811,14.75262625,12.795141832010401,
34.08753883293676,36.78930600883288,4.416733381043786,
28.253984700833435,13.384666173344035,5.776465929028879,
33.18496824692568,10.071320523192808,12.767050072752854,
31.844820512829465,22.130846609714705,4.753830077344165,
22.936999364332554,39.497765893871026,2.5423912002913873,
32.65622705,13.471934502902515,8.352018936875252,
7.654775061557585,28.52474415920575,14.042321612411715,
10.879485872574357,31.656686536505116,10.440446950124596,
6.356818667316142,13.317314039733988,8.550917551340474,
14.759909922897931,30.487572201415084,1.4576474065615281,
16.660318690684463,17.87240964517386,9.225108400487546,
13.140470953216877,27.13070407077528,14.850807751563949,
29.86212527455788,27.173539876631313,2.1012602285478605,
15.702599800807679,23.752113942616546,7.774944785456051,
13.428035290621423,8.160141952,13.160596078919331,
21.280882494747456,34.23558734562333,11.111529266313067,
9.227726749,16.227302274010754,10.45523611492902,
29.06590942262119,11.52814786,10.53726125980664,
7.236519310393125,6.427129954416737,5.3923672682963275,
34.60660809801552,25.681253011588463,4.403877663967401,
28.167343078899723,28.714752664479885,12.140417332177705,
10.961470446025173,5.580574012474965,12.15170092018771,
5.165663513708072,22.923257040474834,13.006084778701556,
29.463842853645026,12.92735213192783,13.698608288347069,
26.205720315428515,27.581047664330747,7.670135982914067,
26.87021504122962,11.102825015174702,7.522744420307994,
28.138110400578373,29.18282083358631,11.974427684501627,
7.221339552022711,18.53573712051881,9.749458961666477,
15.753971856328178,37.78554960578571,10.52950315886555,
8.476071785753891,9.813233045109763,11.936890041541515,
30.893102776267806,16.93732228675905,13.350080127263494,
23.698943804826737,8.971573243420618,5.069927352773037,
14.926940745579476,37.36427664,5.63374429,
6.906750508580709,35.70687736833433,1.409729097613035,
14.329469651469866,14.027956970030447,8.674202115,
14.75549966080241,28.099441611196266,0.5391341069511313,
26.88818535014192,33.602777007042555,6.983970271986903,
24.126724140656393,24.432028405981182,8.139669521,
31.616382277289794,23.537770242460226,4.298118781924266,
19.16644775485848,13.46483018151581,8.862498908535162,
8.587827378,8.258596873206471,0.45750374908574143,
26.39734361668985,36.40255152836644,0.5602228312382163,
27.823551458506923,36.51463200071657,12.339008409894873,
21.83831592708489,27.158551004564377,5.402859621168943,
28.12901539863683,16.866042686704525,1.9059076897782719,
19.81386789093172,17.22233511144313,7.833648900822066,
20.681984881459822,30.408448760458377,11.549903296479162,
17.826230550756488,36.398859098340196,3.2373154124526478,
5.762573802322856,36.04802485,9.343357137285004,
8.236742809799134,32.295644105016834,1.280211975,
